Yr-rec,Yr-died,SP,TAG,x,y,E,N,FAM,SPECIES,Status 2020,DBH 2020,PM'20,Flag 2020,OBSERVATIONS 2020,DBH 2014,PM'14,FLAG'14,OBS'14,DBH 2009,PM'09,OBS'09
2009,2020,56,3603,12.5,5.7,62.5,180.7,ANNO,Ruizodendron ovale ,D,,1.3,MD,,12.6,1.3,,,12.6,,
2009,,57,3604,22.8,0.7,47.8,175.7,AREC,Iriartea deltoidea,A,20.25,1.8,,,20.2,1.8,,,20.2,1.8,
2009,2020,57,3605,24.8,0.2,49.8,175.2,MYRI,Otoba parvifolia,D,,1.3,MPQ,,24.1,1.3,,,22.2,,
2009,2014,57,3606,15.8,1.9,41,177,MYRI,Virola calophylla ,,,,,,,,ME,,35.7,1.9,
2009,,57,3607,15.1,2,40.1,177,AREC,Iriartea deltoidea,A,NM,1.3,,,32.2,1.3,,,32.2,2.1,
2009,,57,3608,14.4,2.2,39.4,177.2,EUPH,Hura crepitans,A,67,1.3,,,65.6,1.3,,,75.4,,
2009,2014,57,3609,21.3,4.6,46,180,SAPO,"Pouteria ""asymmetric pale oval""",,,,,,,,ME,,24,,DEAD
2009,,57,3610,21.5,7.4,46.5,182.4,MALV,Matisia cordata,A,44.9,1.3,,,37.3,1.3,,,33.6,,
2009,2020,57,3611,24.8,9.6,49.8,184.6,AREC,iriartea deltoidea,D,,1.3,MQP,,17.7,1.3,,,17.7,,
2009,2020,57,3612,23.4,10.5,48.4,185.5,AREC,Iriartea deltoidea,D,,1.8,MQP,,18.3,1.8,,,18.3,1.9,
2009,2020,57,3613,18.7,10.7,43.7,185.7,MALV,Pseudobombax septenatum,D,,1.3,MQP,,26.1,1.3,Sin hojas,,25.9,,
2009,,57,3614,16.3,9.8,41.3,184.8,MELI,Trichilia solitudinis,A,18.7,1.3,,sin copa con rebrote,18.8,1.3,,,15.8,2,
2009,2020,57,3615,17.1,11.3,42.1,186.3,AREC,Iriartea deltoidea,D,,1.4,MQP,,18,1.4,,,16.8,1.5,
2009,2020,57,3616,20.1,12.2,45.1,187.2,AREC,Iriartea deltoidea,D,,1.8,MQP,,20.5,1.8,,,20.4,1.8,
2009,,57,3617,18.1,13.2,43.1,188.2,AREC,Iriartea deltoidea,A,15.9,1.3,I,aplastada,14.5,1.3,,,12.2,,
2009,,57,3618,19.6,13.8,44.6,188.8,MORA,batocarpus sp,A,20.8,1.3,,,19.4,1.3,,,17.7,,sin hojas
2009,,57,3619,24.7,14.9,49.7,189.9,MELI,guarea cf kunthiana,A,23.4,1.3,,,20.7,1.3,,,19.5,,
2009,,57,3620,22,18,47,193,RUBI,Macrocnemum roseum,A,21.8,1.5,,coordenadas corregidas,22.3,1.5,,,22.2,1.5,"acanalado, irregular"
2009,,57,3621,22,19.3,47,194.3,AREC,Iriartea deltoidea,A,22.9,1.6,,,22.7,1.6,,,22.7,1.6,
2009,2020,57,3622,24.9,19.4,49.9,194.4,MELI,Guarea macrophylla,D,,1.3,MQP,,11.9,1.3,,"hippocrat ""undulating margins""",11.9,,
2009,2014,57,3623,18.3,21.9,43,197,NYCT,"neea/guapira ""broad oblong""",,,,,,,,MD,,14.5,,bark quickly oxidising dark brown 
2009,,57,3624,13.5,14.8,38.5,189.8,FABA,Copaifera reticulata,A,NM,1.3,,aplastada,22.5,1.3,,,22.2,,
2009,2020,57,3625,12.6,14.1,37.6,189.1,ANNO,Duguetia spixiana,D,,1.3,MD,,11.3,1.3,,,11,,
2009,2020,57,3626,11.6,18.1,36.6,193.1,MYRI,Iryanthera cf juruensis,D,,1.4,ME,,14.5,1.4,I,,14.6,1.5,
2009,2014,57,3627,11.9,23.6,37,199,CLUS,Symphonia globulifera,,,,,,,,MU,,20,,
2009,,57,3628,9.2,20.8,34.2,195.8,AREC,Iriartea deltoidea,A,21.9,1.7,,,21.1,1.7,,,21,,
2009,2014,57,3629,6.1,18.5,31,193,NYCT,"neea/guapira ""broad oblong""",,,,,,,,MP,,18.2,,
2009,,57,3630,2.9,22.7,27.9,197.7,CLUS,Symphonia globulifera,A,29.6,1.3,,,27.9,1.3,,,27.5,,
2009,2020,57,3631,3.1,24.2,28.1,199.2,FABA,Inga ruiziana ,D,,2,MP,,34.9,2,,,36.3,,
2009,,57,3632,1.9,24,26.9,199,AREC,Iriartea deltoidea,A,28.2,1.8,,,28.3,1.8,,,28.2,1.8,
2009,2020,57,3633,3.9,15.6,28.9,190.6,MYRI,Otoba parvifolia,D,,1.3,MP,,12.6,1.3,,,10.4,1.4,
2009,,57,3634,1.4,13.1,26.4,188.1,FABA,Dipteryx micrantha,A,NM,3,,,48,3,,"Aletas, estimado",48,3,"Aletas, estimado"
2009,2020,57,3635,2.6,8.5,27.6,183.5,FABA,Lecointea peruviana,D,,1.5,MD,,29.1,1.5,I,,29.1,1.5,
2009,2014,57,3636,8.9,10.7,34,186,SAPO,Pouteria torta,,,,,,,,M,,29.2,2.2,
2009,2020,57,3637,6.4,7.5,31.4,182.5,MORA,Castilla ulei,D,,1.8,ME,,47.2,1.8,,,46.2,1.8,
2009,,57,3638,4.3,7,29.3,182,AREC,Iriartea deltoidea,A,24.3,1.3,,,17.8,1.3,,,14.1,,
2009,,57,3639,1.7,4.8,26.7,179.8,LAUR,"Persea ""bluish abaxial""",A,16.4,1.3,,,12.8,1.3,,,12.6,,"hard, reddish cortex, broad ~elliptic leaves w thick petioles "
2009,2014,57,3640,4.1,2.6,29,178,AREC,Euterpe precatoria,,,,,,,,MU,,15.1,,
2009,,57,3641,1,1.9,26,176.9,MORA,Pseudolmedia laevis,A,16.1,1.3,,,15.5,1.3,Q=12,,15.3,,
2009,,57,3642,9.1,1,34.1,176,FABA,Dipteryx micrantha,A,15,1.3,,,13.9,1.3,,,13.6,,
2009,2014,57,3643,11.3,4.2,36,179,NYCT,"neea/guapira ""succulent faint venation""",,,,,,,,MQ,,13.5,,
2009,2014,57,3644,9.3,5.7,34,181,ANNO,Trigynaea duckei,,,,,,,,MD,,12.4,,fruto
2009,2014,58,3645,22,0.3,22,175,AREC,Iriartea deltoidea,,,,,,,,MQ,,27.5,,
2009,2020,58,3646,21.3,1.3,21.3,176.3,MELA,"miconia ""stream side""",D,,1.3,MU,,35.4,1.3,,,35.2,1.5,
2009,2020,58,3647,20.3,2.1,20.3,177.1,AREC,Iriartea deltoidea,D,,1.3,ME,,23,1.3,Q=20,,22.8,1.5,
2009,2020,58,3648,21.2,2.6,21.2,177.6,MYRI,Otoba parvifolia,D,,1.3,ME,,17.1,1.3,Q=18,,17.1,,
2009,,58,3649,21.7,4.4,21.7,179.4,MALV,Apeiba aspera,A,65.7,1.3,,,63,1.3,,,62.7,,
2009,,58,3650,24.5,8.5,24.5,183.5,MYRI,Otoba parvifolia,A,16.5,1.3,,,16,1.3,,,15.6,,
2009,,58,3651,24.7,9.4,24.7,184.4,MORA,Poulsenia armata,A,33.4,1.3,,,29.7,1.3,I,,29.4,,
2009,,58,3652,24.9,11.2,24.9,186.2,AREC,Iriartea deltoidea,A,18.9,1.3,,,18.2,1.3,,,15.5,,
2009,,58,3653,21.8,11.2,21.8,186.2,AREC,Iriartea deltoidea,A,14.7,1.3,,,14.1,1.3,,,14,,
2009,,58,3654,23.7,14.1,23.7,189.1,AREC,Iriartea deltoidea,A,21,1.3,,,19.8,1.3,,,19.7,,
2009,,58,3655,24.8,14.2,24.8,189.2,MYRI,Virola calophylla ,A,32.9,1.3,,,32.8,1.3,,,32.7,,
2009,,58,3656,22.8,16.4,22.8,191.4,FABA,Dipteryx micrantha,A,16.5,1.3,,,16.2,1.3,,,16.1,,
2009,2020,58,3657,20.3,20.4,20.3,195.4,MELA,"miconia ""stream side""",D,,1.6,ME,,33.3,1.6,,,31.8,1.6,
2009,,58,3658,22.2,21.9,22.2,196.9,MORA,Pseudolmedia laevis,A,57.9,1.8,,,51.6,1.8,,,49,1.8,
2009,,58,3659,24.9,21.8,24.9,196.8,SAPO,Pouteria torta,A,17.5,1.3,,,15.2,1.3,,,14.2,,
2009,,58,3660,22.5,23.4,22.5,198.4,MELI,Guarea gomma,A,12.4,1.3,,,11.8,1.3,,,11.6,,
2009,2020,58,3661,15.9,18.4,15.9,193.4,AREC,Iriartea deltoidea,D,,1.8,MQ,,21.8,1.8,,,21.7,,fruto
2009,2020,58,3662,12,13.4,12,188.4,MALV,Apeiba aspera,D,,1.3,MP,,15.2,1.3,,,14.5,,
2009,,58,3663,17,8.8,17,183.8,AREC,Iriartea deltoidea,A,NM,3.5,,,28,3.5,,estimado,28,3.5,estimado
2009,,58,3664,17.2,6.1,17.2,181.1,AREC,Iriartea deltoidea,A,22.8,1.3,,,22.7,1.3,,,22.7,,
2009,2020,58,3665,12.9,7.2,12.9,182.2,CARY,Caryocar amigdaliformis,D,,1.3,ME,,43,1.3,,,38.6,,
2009,2020,58,3666,10.5,6.2,10.5,181.2,LAUR,"laurac ""arching prominulous brochid""",D,,1.3,ME,,16,1.3,,,14.8,,
2009,2020,58,3667,10.7,20.4,10.7,195.4,COMB,Terminalia oblonga,D,,1.3,MP,,36,1.3,,,36,,
2009,,58,3668,7.4,22.1,7.4,197.1,MALV,Guazuma ulmifolia,A,NM,3,,sin copa,75,3,,"irregular, estimado",75,3,"irregular, estimado"
2009,,58,3669,2.3,13,2.3,188,LAUR,Aniba cf taubertiana,A,27,1.5,,,21.9,1.5,I,ID corrected,17.4,1.5,
2009,2014,58,3670,3.5,12.3,4,187,AREC,Iriartea deltoidea,,,,,,,,Mp,,18.2,1.5,
2009,,58,3671,9.1,13.5,9.1,188.5,NYCT,"neea ""strong veins long petioles""",A,12.3,0.5,,,10.6,0.5,I,,10.2,0.5,
2009,,58,3672,8,9,8,184,AREC,Iriartea deltoidea,A,20,1.6,,,19.4,1.6,,,19.4,1.6,
2009,,58,3673,4.4,1.2,4.4,176.2,MELI,Cabralea canjerana,A,16.5,1.3,,,16.2,1.3,,,15.9,,
2009,,58,3674,0.7,6.9,0.7,181.9,MORA,Pseudolmedia laevis,A,23.2,0.3,,,21.1,0.3,,,20.4,,
2009,,58,3675,7.7,1.1,7.7,176.1,MORA,Sorocea pileata,A,27.8,1.3,,,27.1,1.3,Q =14RB,,27,,
2009,,59,3676,21.7,0.2,21.7,150.2,MORA,Pseudolmedia laevis,A,23.4,1.3,,,19.8,1.3,,,18.7,,
2009,,59,3677,24.6,2.1,24.6,152.1,ANNO,"laurac ""duguetia large broad""",A,29.9,1.3,,,22.6,1.3,,,19,,
2009,,59,3678,23.8,2.7,23.8,152.7,EUPH,Hura crepitans,A,13.7,1.3,,,12.9,1.3,,,12.9,,"leafless, unbuttressed vertically striated trunk, watery sap, ~sweet smell, planar spines on branches "
2009,,59,3679,20.1,2.7,20.1,152.7,SALI,Lunania parviflora,A,12.3,1.3,,,11.8,1.3,I,,11.2,,
2009,,59,3680,16.4,0.8,16.4,150.8,AREC,Iriartea deltoidea,A,29.85,1.3,,,27.8,1.3,,,26.7,,
2009,2020,59,3681,13.9,1.6,13.9,151.6,MELA,"miconia ""stream side""",D,,,MQP,,18.9,1.3,,,18.5,,
2009,2014,59,3682,14.6,2,15,152,ANAC,Tapirira guianensis,,,,,,,,MP,,10.9,,"casi muerto, lying"
2009,2014,59,3683,20.9,18.6,21,169,AREC,Iriartea deltoidea,,,,,,,,MQP,,20.5,,
2009,,59,3684,24.6,19.9,24.6,169.9,APOC,Aspidosperma cf cruentum,A,13.7,1.3,,,11.5,1.3,,ex. Diploon cuspidatum,11.4,,
2009,,59,3685,21.4,24.6,21.4,174.6,COMB,Terminalia oblonga,A,14.8,1.3,,,10.1,1.3,,,10,,
2009,2014,59,3686,15.3,24.1,15,174,AREC,Iriartea deltoidea,,,,,,,,MQP,,22.2,,
2009,2020,59,3687,11.1,22.8,11.1,172.8,MALV,sterculia cf apetala,D,,,MP,,40.6,1.3,,,37,,inclinado
2009,2014,59,3688,13.2,18.1,13,168,MORA,Brosimum alicastrum,,,,,,,,MQ,,45,3.5,estimado
2009,2014,59,3689,14.2,18,14,168,AREC,Iriartea deltoidea,,,,,,,,MQP,,27.4,,fruto
2009,,59,3690,13.8,14.6,13.8,164.6,MELA,"miconia ""stream side""",A,40.5,1.3,,,41,1.3,,,39.3,,"acanalado, irregular"
2009,,59,3691,10.9,14.7,10.9,164.7,AREC,Iriartea deltoidea,A,19.5,1.3,,,17.1,1.3,,,16.5,,
2009,,59,3692,10.7,15.7,10.7,165.7,SAPO,Sarcaulus brasiliensis,A,15.3,1.3,,,14.9,1.3,,,14.9,,
2009,,59,3693,12.5,12.6,12.5,162.6,MORA,Brosimum cf utile,A,21.9,1.4,,,15,1.4,,,13.4,1.4,
2009,,59,3694,9,4.5,9,154.5,AREC,Iriartea deltoidea,A,24.5,1.3,I,,23.4,1.3,I,,23.3,,inclinado
2009,,59,3695,6.5,5,6.5,155,MORA,Sorocea pileata,A,20.6,1.3,,,14.4,1.3,,,12.1,,
2009,,59,3696,4.1,1.5,4.1,151.5,MELA,"miconia ""stream side""",A,16.1,1.3,,,14.2,1.3,,,11.3,,
2009,2020,59,3697,5.6,11,5.6,161,ANAC,Tapirira guianensis,D,,,MP,,43,2.7,,,40.5,2.7,fuste con aletas
2009,,59,3698,5.1,11.8,5.1,161.8,AREC,Iriartea deltoidea,A,24,1.8,,,22.4,1.8,,,22.4,1.8,
2009,2020,59,3699,3.8,15.6,3.8,165.6,AREC,Iriartea deltoidea,D,,,MD,,20.2,1.3,,,20.1,,
2009,,59,3700,2.1,17.1,2.1,167.1,MORA,"Brosimum lactescens ""large""",A,26.2,,I,,NM*,,,"NM 2014, bee hive on trunk",26,,
2009,2020,59,3701,4.6,19.2,4.6,169.2,BURS,Tetragastris altissima,D,,,MD,,31.5,1.3,,,31.2,,
2009,2020,59,3702,7.9,22.2,7.9,172.2,CANN,Celtis schippii,D,,,MD,,37.5,2.2,,,32.9,1.7,fuste con aletas
2009,,59,3703,2.7,22.8,2.7,172.8,AREC,Iriartea deltoidea,A,21,1.3,,,20,1.3,,,19.9,,
2009,,59,3704,2.2,24,2.2,174,AREC,Iriartea deltoidea,A,NM,3,,Zancos altos ,26,3,,,26,3,estimado
2009,2014,59,3705,0,24.6,0,175,MYRI,Otoba parvifolia,,,,,,,,MD,,13.4,,
2009,,59,3706,2.8,20.5,2.8,170.5,MONI,Siparuna decipiens,A,12.1,1.3,,,10.1,1.3,,,10,,
2009,2014,60,3707,24.4,2.8,24,128,AREC,Iriartea deltoidea,,,,,,,,MP,,22.4,,
2009,,60,3708,17.2,1,17.2,126,AREC,Iriartea deltoidea,A,NM,2.4,,Zancos altos ,22.4,2.4,,,23,2.4,
2009,,60,3709,6.1,3.5,6.1,128.5,MALV,Apeiba tibourbou,A,28.2,1.3,,,23.3,1.3,,,11.6,,
2009,2014,60,3710,5.6,0.8,6,126,MORA,Pseudolmedia laevis,,,,,,,,MD,Muerto aplastado,14.4,,"aplastado por tronco, lying"
2009,,60,3711,4.5,9.5,4.5,134.5,AREC,Iriartea deltoidea,A,NM,2.5,,Zancos altos ,20.2,2.5,,,25,2.5,estimado
2009,,60,3712,6.2,11.3,6.2,136.3,MELA,"miconia ""stream side""",A,35.5,2.5,,Jergon,34.4,2.5,H,Tallo multiple,52.5*,2.2,*2 fustes unidos (31.6 + 20.9)
2009,,60,3713,4,11.5,4,136.5,LECY,Cariniana decandra,A,24.5,1.3,,,20.6,1.3,,,18.3,,
2009,,60,3714,7.2,9.4,7.2,134.4,MYRI,Otoba parvifolia,A,22,1.3,,,18.1,1.3,,,13.2,,
2009,,60,3715,11.7,10.1,11.7,135.1,MYRI,Otoba parvifolia,A,23.6,1.3,,,21.2,1.3,,,19.7,,
2009,,60,3716,14.7,7,14.7,132,MYRI,Otoba parvifolia,A,12,1.3,,,11.8,1.3,,,10.6,,
2009,,60,3717,16.4,7.1,16.4,132.1,MORA,Pseudolmedia laevis,A,NM,2.4,,aletas altas,65,2.4,,,59.5,2.4,"acanalado, irregular"
2009,,60,3718,15.3,9.7,15.3,134.7,MYRI,Otoba parvifolia,A,23.25,1.3,,,21.8,1.3,,,19.6,,
2009,,60,3719,16.8,9.4,16.8,134.4,AREC,Iriartea deltoidea,A,20.1,1.3,,,19.9,1.3,,,19.9,,
2009,,60,3720,21.2,11.2,21.2,136.2,AREC,Iriartea deltoidea,A,NM,2,,Zancos altos ,27.2,2,,,26.9,2.1,
2009,,60,3721,20.3,12.3,20.3,137.3,AREC,Iriartea deltoidea,A,20,1.7,,PM cambiado ,20.6,1.5,,,20.3,1.5,
2009,,60,3722,22.7,11.7,22.7,136.7,MYRI,Otoba parvifolia,A,42.4,1.3,,,44.9,1.3,,,42.1,,
2009,,60,3723,23.4,11.4,23.4,136.4,AREC,Iriartea deltoidea,A,18.3,1.3,,,18.4,1.3,,,18.1,,
2009,,60,3724,24.8,12.9,24.8,137.9,EUPH,Nealchornea yapurensis,A,19,1.3,,,18.5,1.3,,,16.2,1.3,
2009,,60,3725,21.8,14.6,21.8,139.6,EUPH,Hura crepitans,A,53.8,1.3,,,51.4,1.3,,,50.2,,sin hojas
2009,,60,3726,16.6,18.5,16.6,143.5,SAPO,Micropholis cf guianensis,A,21.7,1.3,,,20.9,1.3,,,20.6,,
2009,,60,3727,15.4,18.2,15.4,143.2,MYRI,Otoba parvifolia,A,23.1,1.3,,,22.8,1.3,,,21.9,,
2009,,60,3728,11.7,15.7,11.7,140.7,ANNO,Trigynaea duckei,A,13.9,1.3,,,12.6,1.3,,,11.7,,
2009,,60,3729,6.1,15.1,6.1,140.1,ELAE,"Sloanea ""pubescent""",A,15.8,1.3,,,14.6,1.3,,,13.3,,
2009,,60,3730,4.9,16.7,4.9,141.7,AREC,Iriartea deltoidea,A,23.9,1.5,,,23.7,1.5,,,23.7,,
2009,,60,3731,7.7,19.4,7.7,144.4,MELA,"miconia ""stream side""",A,47,1.8,,Medido con liana,44.4,1.8,,,42.8,1.8,
2009,,60,3732,9.3,21.1,9.3,146.1,AREC,Iriartea deltoidea,A,23.3,1.3,,,22.5,1.3,,,22.4,,
2009,,60,3733,11.8,21.7,11.8,146.7,ANAC,Spondias mombin,A,28.2,1.3,,,28,1.3,,,27.8,,
2009,,60,3734,11.2,23.3,11.2,148.3,MELA,"miconia ""stream side""",A,37,1.3,,,34.3,1.3,,,33.2,,
2009,2020,60,3735,11.4,24.4,11.4,149.4,AREC,Iriartea deltoidea,D,,,MQP,,23.7,1.3,,,23.6,1.5,
2009,2020,61,3736,19.1,18.6,19.1,118.6,EUPH,Hevea guianensis,D,,,MD,,87,1.7,,,85,,
2009,,61,3737,17.6,20.7,17.6,120.7,MYRI,Otoba parvifolia,A,21.9,1.3,,,21.5,1.3,,,19.4,,
2009,,61,3738,16.1,19,16.1,119,MORA,Brosimum alicastrum,A,20.4,1.3,,,15.3,1.3,,,12.2,,inclinado
2009,,61,3739,13.8,21.9,13.8,121.9,AREC,Iriartea deltoidea,A,NM,2.2,,Zancos altos,21,2.2,,,26,2.2,estimado
2009,2014,61,3740,10.9,24.9,11,125,MORA,Pseudolmedia laevis,,,,,,,,MEU,,12,,
2009,2014,61,3741,10.5,22.1,11,122,ANNO,Trigynaea duckei,,,,,,,,MEU,,15.8,1.8,echado
2009,2014,61,3742,21.8,15.7,22,116,FABA,inga sp?,,,,,,,,MD,,24.5,,"sin hojas, characteristic bark, (leafless) stem resprouts on lower trunk & base"
2009,2014,61,3743,21,15.5,21,115,MORA,Poulsenia armata,,,,,,,,MD,,10.7,,
2009,2014,61,3744,19.9,13.1,20,113,FABA,Inga ruiziana ,,,,,,,,MP,,12,,
2009,2020,61,3745,18,9.9,18,109.9,ANNO,Unonopsis floribunda,D,,,MD,,20.6,1.3,,,20.4,,
2009,2014,61,3746,15.7,12.1,16,112,LAUR,"laurac ""strong pleasant odor""",,,,,,,,MEUApl,,11.8,1.5,"con fruto, lying"
2009,,61,3747,15.1,11.4,15.1,111.4,MYRI,Otoba parvifolia,A,61.5,1.3,,,58,1.3,,,57.6,,
2009,2014,61,3748,13.8,10,14,110,AREC,Iriartea deltoidea,,,,,,,,MEU,,26.1,,
2009,,61,3749,9,11.7,9,111.7,AREC,Euterpe precatoria,A,16.5,1.3,,,16.1,1.3,,,11.3,,
2009,2020,61,3750,6.9,14.5,6.9,114.5,SAPO,Sarcaulus brasiliensis,D,,,MD,,21,1.5,I,,21.1,1.5,inclinado
2009,2014,61,3751,6.4,21.9,6,122,CLUS,Garcinia macrophylla,,,,,,,,MP,,16.3,,
2009,,61,3752,4.1,22.8,4.1,122.8,AREC,Iriartea deltoidea,A,NM,2,,PM muy alto,20.1,2,,,19.9,2,
2009,,61,3753,0.3,19.1,0.3,119.1,MALV,Apeiba tibourbou,A,26.5,1.3,,,25.7,1.3,,,24.7,,
2009,,61,3754,2.2,14.8,2.2,114.8,LECY,Eschweilera coriacea,A,14.4,1.3,,,13.9,1.3,,,12.8,,inclinado
2009,,61,3755,0.4,5.5,0.4,105.5,AREC,Iriartea deltoidea,A,22,1.3,,,21.6,1.3,,,21.5,,
2009,,61,3756,1.7,1.3,1.7,101.3,RUBI,"Rubiac ""caducous stipule""",A,12.3,1.3,,,11.7,1.3,,,10.9,,
2009,2014,61,3757,1,21.5,1,122,CARI,Jacaratia digitata,,,,,,,,MD,,24.6,,copa rota
2009,,61,3758,12,5.3,12,105.3,AREC,Iriartea deltoidea,A,26.8,1.3,,,21.5,1.3,,,22,,
2009,,61,3759,14.2,5.9,14.2,105.9,MORA,Pseudolmedia laevis,A,20.4,1.3,,,16.1,1.3,,,13.8,,
2009,,61,3760,19.1,6.4,19.1,106.4,FABA,Swartzia arborescens,A,16.2,1.5,,,14.2,1.5,,,12.1,1.5,
2009,,61,3761,21.5,4.1,21.5,104.1,MALV,Matisia cordata,A,NM,"
",,PM muy alto,54.4,2.4,,,49.6,2.4,flowering
2009,2014,61,3762,8.5,8.5,8,108,QUII,Quiina peruviana,,,,,,,,ME,,22,,dying leaves match
2009,2014,61,3763,6.4,8.3,6,108,MORA,Ficus sp,,,,,,,,MEU,,30.3,2.4,echado
2009,,62,3764,22.4,10.4,22.4,85.4,EUPH,Croton tessmannii,A,17.4,1.3,,,11.3,1.3,,,10.7,,
2009,,62,3765,21.4,11.2,21.4,86.2,AREC,Iriartea deltoidea,A,26.5,1.8,,,25.1,1.8,,,25,,
2009,,62,3766,18,11.6,18,86.6,MALV,Matisia rhombifolia,A,NM,6,,,100,6,,"fruiting sep19, 2014",100,6,"irregular, estimado"
2009,,62,3767,17.8,13.6,17.8,88.6,QUII,Quiina peruviana,A,16.7,1.3,,,14.4,1.3,,,13.2,,
2009,2020,62,3768,16.9,16.8,16.9,91.8,MYRI,Otoba parvifolia,D,,,MQP,,47.8,1.3,,,46.2,,
2009,2020,62,3769,16.3,17.2,16.3,92.2,ANNO,Oxandra cf polyantha,D,,,MD,,16.5,1.3,,"ex annonac ""small linear""",16.9,,
2009,,62,3770,17.3,21,17.3,96,MELI,Trichilia solitudinis,A,26,1.3,,,24.8,1.3,,,23.5,,
2009,,62,3771,17.1,21.1,17.1,96.1,QUII,Quiina peruviana,A,13.1,1.3,,Pudriendose,12.2,1.3,,,11.3,,
2009,,62,3772,9.5,16.5,9.5,91.5,MORA,Ficus sp,A,NM,,,PM muy alto,70,4,,,70,4,strangler
2009,2014,62,3773,9.1,17,9,92,FABA,Ormosia cf coarctata,,,,,,,,MQP,,33.1,,
2009,,62,3774,6.9,17.2,6.9,92.2,SALI,Lunania parviflora,A,11,1.3,I,,10.3,1.3,I,,10,,
2009,,62,3775,9.9,23,9.9,98,CANN,Celtis schippii,A,NM,1.3,,Hay avispas,23.3,1.3,,,22.9,,
2009,,62,3776,2.9,22.5,2.9,97.5,MALV,Pseudobombax septenatum,A,22.6,1.3,,,22.3,1.3,,,21.5,,
2009,,62,3777,0.2,20.5,0.2,95.5,MYRI,Otoba parvifolia,A,19.5,1.3,,,17.1,1.3,,,14.7,,
2009,,62,3778,1.5,16.3,1.5,91.3,MORA,"Brosimum lactescens ""large""",A,15.1,1.3,,,14.2,1.3,,,12.7,,
2009,,62,3779,1,16.5,1,91.5,MYRI,Otoba parvifolia,A,47.8,1.3,,,42.4,1.3,,,38.7,,
2009,,62,3780,4.3,11.4,4.3,86.4,MELI,Trichilia solitudinis,A,20.2,1.3,,,18.8,1.3,,,17.9,,
2009,,62,3781,12.3,13.8,12.3,88.8,MYRI,Otoba parvifolia,A,17.5,1.3,,,17,1.3,,,16.3,,
2009,,62,3782,11.6,8.7,11.6,83.7,CARY,Caryocar amigdaliformis,A,48.5,1.3,,Pudriendose,45.7,1.3,,,44.6,,
2009,,62,3783,9.6,12.5,9.6,87.5,MONI,Siparuna decipiens,A,11,1.3,"E, Rb",,10.6,1.3,,,10.1,,
2009,,62,3784,5.8,8.6,5.8,83.6,LECY,Eschweilera cf andina,A,15.9,1.3,,,14.9,1.3,,purple flowers ,14,,
2009,2020,62,3785,3.8,8.9,3.8,83.9,URTI,Pourouma minor,D,,,MQP,,15.8,1.3,,,15.7,,
2009,,62,3786,6.9,4.7,6.9,79.7,LAUR,Nectandra pulverulenta,A,19.3,1.3,,,18.7,1.3,,,15.2,,
2009,,62,3787,5.3,3.9,5.3,78.9,MYRI,Iryanthera cf juruensis,A,22.3,1.3,,,22.1,1.3,,,21.5,,"fruiting, rami & cauli"
2009,,62,3788,2.2,1.9,2.2,76.9,MORA,Ficus maxima,A,14.6,1.3,,,14.1,1.3,,,13.9,,
2009,,62,3789,12.1,3.3,12.1,78.3,MALV,Apeiba tibourbou,A,20.7,1.3,,,18.25,1.3,,,14.2,,
2009,2014,62,3790,14.2,2,14,77,LAUR,Pleurothyrium krukovii,,,,,,,,M*,RB <5cm DBH,12,1.7,
2009,2020,62,3791,15.7,7.1,15.7,82.1,MORA,Poulsenia armata,D,,,ME,,66.5,2.3,,,62.2,2.1,aletas
2009,,62,3792,16.5,5.5,16.5,80.5,LECY,Eschweilera coriacea,A,21.5,1,,,22.7,1,,,21.2,,
2009,,62,3793,18.1,1.9,18.1,76.9,MELI,guarea cf kunthiana,A,17.3,1.3,,,16.6,1.3,,,14.4,,
2009,,62,3794,18.6,10.8,18.6,85.8,MELI,Guarea gomma,A,14.6,1.5,,,11.5,1.5,,,12.2,1.5,inclinado
2009,,62,3795,21.2,4.8,21.2,79.8,CLUS,Chrysochlamys ulei,A,10.5,1.3,I,Pudriendose,10.4,1.3,I,,10.2,1.4,
2009,2020,62,3796,2.5,4.5,2.5,79.5,INDET,Liana,D,,,MD,,14,1.6,,,11,1.6,
2009,,63,3797,23.5,22.8,23.5,72.8,MORA,Ficus maxima,A,45.45,2,,,42.8,2,,,41.8,2,
2009,,63,3798,22.6,24.1,22.6,74.1,MORA,Clarisia biflora,A,NM,3,,Aletas altas ,64.1,3,,,55,3,
2009,,63,3799,24.8,18.3,24.8,68.3,MONI,Siparuna decipiens,A,11.6,1.3,,,11.1,1.3,,,11,,flores
2009,,63,3800,24.3,13.3,24.3,63.3,MELI,"trichilia ""ternate cluster""",A,11.25,1.3,,,11.3,1.3,,,11.2,,copa rota
2009,,63,3801,20.1,17.4,20.1,67.4,URTI,Pourouma minor,A,17.6,1.3,,,17,1.3,I,,15.5,,inclinado
2009,,63,3802,14.3,17.5,14.3,67.5,FABA,Andira inermis,A,24,1.3,,,23.8,1.3,,,23.5,,
2009,,63,3803,14.4,20.7,14.4,70.7,URTI,Pourouma minor,A,25,1.3,,,23.5,1.3,,,23.1,,
2009,,63,3804,4.6,19.5,4.6,69.5,SALI,Lunania parviflora,A,14,1.3,B(10.5),,16,1.3,,,11.3,1.8,inclinado
2009,2014,63,3805,0.9,22.7,1,73,URTI,Pourouma cuspidata,,,,,,,,M,,29.2,,
